374355108127206|05|2027|3386
374355108128709|05|2027|1998
374355108120292|05|2027|9014
374355108124690|05|2027|6473
374355108120144|05|2027|1385
374355108126547|05|2027|6747
374355108126059|05|2027|0329
374355108124161|05|2027|8471
374355108122421|05|2027|3594
374355108129798|05|2027|9105
374355108127925|05|2027|4986
374355108128154|05|2027|3089
374355108123205|05|2027|1654
374355108127958|05|2027|2074
374355108122454|05|2027|6552
374355108129772|05|2027|0921
374355108121407|05|2027|1276
374355108129681|05|2027|7765
374355108126844|05|2027|6974
374355108124211|05|2027|6262
374355108122801|05|2027|4617
374355108123361|05|2027|4701
374355108120730|05|2027|7428
374355108129269|05|2027|2876
374355108127263|05|2027|6910
374355108128535|05|2027|7833
374355108121357|05|2027|8053
374355108124856|05|2027|9150
374355108120300|05|2027|7178
374355108124971|05|2027|8111
374355108129228|05|2027|8906
374355108124294|05|2027|9803
374355108122736|05|2027|6959
374355108121076|05|2027|4815
374355108122470|05|2027|4273
374355108128188|05|2027|5474
374355108128600|05|2027|5759
374355108123148|05|2027|8564
374355108129244|05|2027|8342
374355108127834|05|2027|6935
374355108129830|05|2027|1302
374355108123528|05|2027|4142
374355108126232|05|2027|7924
374355108120227|05|2027|6854
374355108129681|05|2027|2472
374355108129616|05|2027|3920
374355108127966|05|2027|3121
374355108125929|05|2027|7698
374355108126588|05|2027|7699
374355108123023|05|2027|3452
374355108125754|05|2027|0935
374355108120136|05|2027|9172
374355108123346|05|2027|2758
374355108129947|05|2027|0461
374355108129863|05|2027|4930
374355108128105|05|2027|1289
374355108122124|05|2027|5992
374355108122454|05|2027|1644
374355108129178|05|2027|5805
374355108121753|05|2027|1415
374355108120862|05|2027|1001
374355108121472|05|2027|6066
374355108128097|05|2027|6648
374355108128444|05|2027|2815
374355108128626|05|2027|1807
374355108120433|05|2027|6582
374355108124666|05|2027|6118
374355108124245|05|2027|1682
374355108124708|05|2027|9719
374355108122280|05|2027|5522
374355108125713|05|2027|1312
374355108129087|05|2027|0114
374355108127750|05|2027|3895
374355108123338|05|2027|3024
374355108120995|05|2027|8157
374355108129434|05|2027|6590
374355108122108|05|2027|6843
374355108127172|05|2027|2312
374355108125648|05|2027|8043
374355108120904|05|2027|5827
374355108127362|05|2027|0393
374355108121530|05|2027|2882
374355108121431|05|2027|1579
374355108120995|05|2027|3050
374355108125499|05|2027|8619
374355108121712|05|2027|9768
